ID,Name,lotItemId02,lotItemBasePoint02
508000140,Bloodfiend's Fork,16540000,30
508000150,Bloodfiend's Fork,16540000,30
508000300,Bloodfiend's Fork,16540000,30
508000400,Bloodfiend's Fork,16540000,30
516000000,Fire Knight's Greatsword,4520000,40
516000100,Fire Knight's Shortsword,1510000,40
525000000,Horned Warrior's Sword,7530000,40
525000010,Horned Warrior's Sword,7530000,40
526000220,Golem Fist,21540000,30
526000230,Golem Fist,21540000,30
536000101,Bolt,52000000,100
536000111,Bolt,52000000,100
536000121,Bolt,52000000,100
536000200,Grave Scythe,19010000,20
536000210,Grave Scythe,19010000,20
536000220,Grave Scythe,19010000,20
536000300,Sun Realm Shield,31050000,20
536000310,Sun Realm Shield,31050000,20
536000320,Sun Realm Shield,31050000,20
536000400,Bandit's Curved Sword,7040000,15
536000401,Bandit's Curved Sword,7040000,15
536000410,Bandit's Curved Sword,7040000,15
536000411,Bandit's Curved Sword,7040000,15
536000420,Bandit's Curved Sword,7040000,15
536000421,Bandit's Curved Sword,7040000,15
557000000,Shortbow,40000000,20
557000004,Arrow,50000000,100
557000400,Spiked Spear,16140000,20
560000000,Scimitar,7140000,20
560000001,Scripture Wooden Shield,30080000,20
560000010,Scimitar,7140000,20
560000020,Scimitar,7140000,20
560000100,Grossmesser,7150000,20
560000110,Grossmesser,7150000,20
560000200,Longbow,41000000,20
560000202,Arrow,50000000,100
560000210,Longbow,41000000,20
560000212,Arrow,50000000,100
565100000,Dagger,1000000,40
565100005,Bolt,52000000,100
565100010,Dagger,1000000,40
565100015,Bolt,52000000,100
565100020,Dagger,1000000,40
565100030,Dagger,1000000,40
565100035,Bolt,52000000,100
565100040,Dagger,1000000,40
565100045,Bolt,52000000,100
565100050,Dagger,1000000,40
565100055,Bolt,52000000,100
565100060,Dagger,1000000,40
565100065,Bolt,52000000,100
565100070,Dagger,1000000,40
565100075,Bolt,52000000,100
565100080,Dagger,1000000,40
565100085,Bolt,52000000,100
565100090,Dagger,1000000,40
565100095,Bolt,52000000,100
565100100,Short Sword,2010000,40
565100105,Bolt,52000000,100
565100110,Short Sword,2010000,40
565100115,Bolt,52000000,100
565100120,Short Sword,2010000,40
565100130,Short Sword,2010000,40
565100135,Bolt,52000000,100
565100200,Soldier's Crossbow,43000000,40
565100205,Bolt,52000000,100
565100300,Short Spear,16000000,40
565100305,Bolt,52000000,100
565100800,Dagger,1000000,40
566100000,Vulgar Militia Saw,18070000,20
566100100,Vulgar Militia Saw,18070000,20
566100200,Vulgar Militia Shotel,18130000,20
566100300,Vulgar Militia Shotel,18130000,20
570000000,Falchion,7000000,20
570000001,Rickety Shield,30030000,20
570000100,Falchion,7000000,20
570000200,Club,11010000,20
570100000,Club,11010000,20
571000000,Great Knife,1090000,20
572000000,Bloodstained Dagger,1140000,40
572000100,Bloodstained Dagger,1140000,40
579000000,Golem's Halberd,23120000,100
579000010,Golem's Halberd,23120000,100
579000100,Golem Greatbow,42010000,100
579000101,Great Arrow,51000000,500
579000102,Golem's Great Arrow,51010000,50
579000110,Golem Greatbow,42010000,100
579000111,Great Arrow,51000000,500
579000112,Golem's Great Arrow,51010000,50
579000200,Golem's Halberd,23120000,100
579000210,Golem's Halberd,23120000,100
579000300,Golem Greatbow,42010000,100
579000301,Great Arrow,51000000,500
579000302,Golem's Great Arrow,51010000,50
579000310,Golem Greatbow,42010000,100
579000311,Great Arrow,51000000,500
579000312,Golem's Great Arrow,51010000,50
579000400,Golem's Halberd,23120000,100
579000410,Golem's Halberd,23120000,100
579000500,Golem Greatbow,42010000,100
579000501,Great Arrow,51000000,500
579000502,Golem's Great Arrow,51010000,50
579000510,Golem Greatbow,42010000,100
579000511,Great Arrow,51000000,500
579000512,Golem's Great Arrow,51010000,50
579000600,Golem's Halberd,23120000,100
579000700,Golem Greatbow,42010000,100
579000701,Great Arrow,51000000,500
579000702,Golem's Great Arrow,51010000,50
579000800,Golem's Halberd,23120000,100
579000900,Golem Greatbow,42010000,100
579000901,Great Arrow,51000000,500
579000902,Golem's Great Arrow,51010000,50
583080000,Messmer Soldier's Axe,14520000,20
583080001,Messmer Soldier Shield,31500000,20
583080010,Messmer Soldier's Axe,14520000,20
583080011,Messmer Soldier Shield,31500000,20
583080020,Messmer Soldier's Axe,14520000,20
583080021,Messmer Soldier Shield,31500000,20
583080022,Heavy Crossbow,43030000,20
583080023,Lordsworn's Bolt,52080000,50
583080040,Messmer Soldier's Axe,14520000,20
583080050,Messmer Soldier's Axe,14520000,20
583080051,Messmer Soldier Shield,31500000,20
583080100,Messmer Soldier's Spear,17510000,20
583080101,Messmer Soldier Shield,31500000,20
583080200,Messmer Soldier's Axe,14520000,20
583090000,Messmer Soldier's Axe,14520000,20
583090001,Messmer Soldier Shield,31500000,20
583090010,Messmer Soldier's Axe,14520000,20
583090011,Messmer Soldier Shield,31500000,20
583090020,Messmer Soldier's Axe,14520000,20
583090021,Messmer Soldier Shield,31500000,20
583090022,Heavy Crossbow,43030000,20
583090023,Lordsworn's Bolt,52080000,50
583090040,Messmer Soldier's Axe,14520000,20
583090050,Messmer Soldier's Axe,14520000,20
583090051,Messmer Soldier Shield,31500000,20
583090100,Messmer Soldier's Spear,17510000,20
583090101,Messmer Soldier Shield,31500000,20
583090200,Messmer Soldier's Axe,14520000,20
584080100,Greatbow,42040000,40
584080101,Great Arrow,51000000,150
584080300,Greatbow,42040000,40
584080301,Great Arrow,51000000,150
584090100,Greatbow,42040000,40
584090101,Great Arrow,51000000,150
584090300,Greatbow,42040000,40
584090301,Great Arrow,51000000,150
587000000,Forked-Tongue Hatchet,14540000,20
587000200,Lizard Greatsword,3520000,20
587000300,Lizard Greatsword,3520000,20
593000000,Executioner's Greataxe,15080000,40
593000100,Glaive,18090000,40
593100000,Executioner's Greataxe,15080000,40
593100100,Glaive,18090000,40
621000000,Albinauric Bow,41010000,40
621000006,Arrow,50000000,100
621000007,St. Trina's Arrow,50040000,25
621000700,Albinauric Bow,41010000,40
621000705,Arrow,50000000,100
621000706,St. Trina's Arrow,50040000,25
623100100,Perfumer's Shield,30010000,40
623200000,Lazuli Glintstone Sword,2250000,20
623300000,Red Branch Shortbow,40020000,40
623300001,Perfumer's Bolt,52020000,100
623300100,Red Branch Shortbow,40020000,40
623300101,Perfumer's Bolt,52020000,250
629000000,Iron Cleaver,14040000,20
629000010,Iron Cleaver,14040000,20
629000020,Iron Cleaver,14040000,20
629000100,Misbegotten Shortbow,40010000,20
629000120,Misbegotten Shortbow,40010000,20
629100000,Longhaft Axe,15050000,20
629100100,Longhaft Axe,15050000,20
632000000,Glintstone Staff,33000000,20
632000010,Glintstone Staff,33000000,20
700000000,Iron Spear,16150000,20
700000001,Spiritflame Arrow,50240000,50
700000100,Inverted Hawk Towershield,32210000,10
700000101,Spiritflame Arrow,50240000,50
700000200,Spiritflame Arrow,50240000,50
700000300,Spiritflame Arrow,50240000,50
